,album_info,album_title,lyrics,song_title
31,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

Imagining you're far away
Just searching for the words to say
I feel it when you fall apart
Our lives are our greatest art

I don't wanna change your mind
Coz I accept you for everything you are and will be
Stay here with me now

The only thing that our hearts are made of
Are the acts of forgiveness and love
The only thing real when push comes to shove
Are the acts of forgiveness and love
'Cause in the end no one loses or wins
The story begins again and again
With forgiveness and love

You don't ever have to read my mind
You can see it when you close your eyes
Don't believe it when you lose your faith
Another moment is a moment away

I can't tell you what the future holds
Or how to live
All I know is what feels right lights up my life again and again

The only thing that our hearts are made of
Are the acts of forgiveness and love
The only thing real when push comes to shove
Are the acts of forgiveness and love
'Cause in the end no one loses or wins
The story begins again and again
With forgiveness and love

Let's jump the sun
Let's find forever
Where does the time go?
Just live your life
You'll get another today, today, today
Forgiveness and love

'Cause in the end no one loses or wins
The story begins again and again
With forgiveness and love

Let's jump the sun.... [fade to end]
",Forgiveness And Love
32,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

I've been to London,
Been to Paris,
Australia and Rome
There's sexy boys in every city
But they're not what I want
Some got money
Some got fame
Some got cars
Some got clothes
But if it just ain't you
Then I don't wanna know

[Pre-chorus:]
Cuz baby now I realize that I was wrong
When I said I didn't need you, so
Miss you bad so now I'm comin' home
So you better leave the light on
Wait for me and just leave the light on

[Chorus:]
It's been like a permanent December
So much colder than I can remember
When I get you back
This time I swear that I won't
Won't ever let you go
Won't let you go, no
Won't let you go, go, go, go
Won't let you go, no
Go, go, go, go, no, no, no, no

I've been to New York
And to L.A
And to Baton Rouge
I met a boy in every city
No one kept me amused
But don't call me a Lolita
Cuz I don't let 'em through
Cuz I'm saving all my lovin'
For someone and it's you

[Pre-chorus]

[Chorus]

Hey!
What do you say?
Cuz I been all around the world
And they just ain't the same
Hey!
What do you say?
Without my baby
I go crazy
And I just gotta scream (Ha!)

[Pre-chorus:]
But now I realize that I was wrong
When I said I didn't need you, so
Miss you bad so now I'm comin' home
So you better leave the light on
Wait for me and just leave the light on

It's been like a permanent December
So much colder than I can remember
When I get you back
This time I swear that I won't
Won't ever let you go
Won't let you go, no

[Chorus]

[x2]
Won't let you go, go, go, go
Won't let you go, no
Go, go, go, go, no, no, no, no
",Permanent December
33,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

Well, it's good to hear your voice
I hope you're doing fine
And if you ever wonder,
I'm lonely here at night
I'm lost here in this moment and time keeps slipping by
And if I could have just one wish
I'd have you by my side

Oh, oh I miss you
Oh, oh I need you

And I love you more than I did before
And if today I don't see your face
Nothing's changed, no one can take your place
It gets harder everyday

Say you love me more than you did before
And I'm sorry it's this way
But I'm coming home, I'll be coming home
And if you ask me I will stay, I will stay

Well, I try to live without you
The tears fall from my eyes
I'm alone and I feel empty
God, I'm torn apart inside

I look up at the stars
Hoping you're doing the same
And somehow I feel closer and I can hear you say

Oh, oh I miss you
Oh, oh I need you

I love you more than I did before
And if today I don't see your face
Nothing's changed, no one can take your place
It gets harder everyday

Say you love me more than you did before
And I'm sorry that it's this way
But I'm coming home, I'll be coming home
And if you ask me I will stay, I will stay
Always stay

I never wanna lose you
And if I had to I would choose you
So stay, please always stay
You're the one that I hold onto
'Cause my heart would stop without you

I love you more than I did before
And if today I don't see your face
Nothing's changed, no one can take your place
It gets harder everyday

Say you love me more than you did before
And I'm sorry that it's this way
But I'm coming home, I'll be coming home
And if you ask me I will stay, I will stay
I'll always stay

And I love you more than I did before
And I'm sorry that it's this way
But I'm coming home, I'll be coming home
And if you ask I will stay, I will stay
I will stay
",Stay
34,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

I can pretend that I don't see you,
I can pretend I don't wanna hold you when you're around,
(When you're around)
I can say that nothing was right,
But we know if I looked in your eyes I'd break down,
(yeah, let's break down)

[chorus:]
If I could, have just one night, to be with you, and make it right,
To what we were, and what we are,
It's hidden in the scars,
If I could, take you there,
I wont let go, this I swear,
You wont have to wonder what we are,
Cause you wont have to ever look to far,
Its in the scars, Its hidden in the scars,

If I told you that I love you,
But I'm doing alright without you it'd be a lie, But I could try,
I'd run 1000 miles, believe me,
You're the only one, I want to bring me to break down,
(yeah let's break down!)

[chorus]

Yeah I'll tell you all my secrets,
All the ones I've kept inside,
And Ill give you all the reasons,
That you faded from my life,
I won't let you go, baby come here close, I won't let you walk away

[chorus]

Its in the scars,
Yeah-yeah-eh-eh-ehhhhh-yeah-eh

I can pretend that I don't see you,
& I can pretend I don't wanna hold you when your around
",Scars
35,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

The city of angels is lonely at night
Keep myself alive by candlelight
Say she can't love you like I do
Look me in the eyes and say it's true

I ask myself is this love at all
When I need you most you let me fall
I'm always here at the side of your stage
Let you live your life, pretend I'm OK

Don't you know that this ain't over
I'll be OK
I'll hold you close we'll stay forever

I, I don't understand why you're leaving me
I, I don't understand how without you I can't breathe
Please don't, don't leave me here
Take my hand, I plead in tears
I don't understand why you can't take me with you

You can pretend I don't exist,
But you see my face every time you kiss
I hope you hurt and your walls fall down
When you hear the sound that I'm OK

Don't you know that this ain't over
I'll be OK
You can't hold me down, I won't stay forever

I, I don't understand why you're leaving me
I, I don't understand how without you I can't breathe
Please don't, don't leave me here
Take my hand, I plead in tears
I don't understand why you can't take me with you

I watch you leave
Walk away tonight
And I'm letting go for the last time
And through the tears I say goodbye
So breathe in, breathe in, breathe in, breathe out.

I, I don't understand why you're leaving me
I, I don't understand how without you I can't breathe
Please don't, don't leave me here
Take my hand, I plead in tears
I don't understand why you can't take me with you

I don't understand
Why you're leavin' me

I, I don't understand how without you I can't breathe
Please don't, don't leave me here
Take my hand, I plead in tears
I don't understand why you can't take me with you
",Take Me Along
36,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

Its been like this from the start,
One piece after another to make my heart
You mistake the game for being smart,
Stand here, sell this and hit your mark.
But the sound of the steel and the crush and the grind
It all screams to remind who decides my life
But in time it all dies there's nothing left inside
Just rusted metal that was never even mine

[hook]
I would scream
But I'm just this hollow shell
Waiting here, begging please,
Set me free so I can feel
Heeey

[chorus]
Stop trying to live my life for me
I need to breathe
I'm not your robot
Stop telling me I'm part of the big machine
I'm breaking free
Can't you see,
I can love, I can speak
Without somebody else operating me
You gave me eyes so now I see
I'm not your robot, I'm just me

All this time I've been misled
There was nothing but cross-wires in my head,
I've been taught to think that what I feel doesn't matter at all
So you say it's real

[hook]

[chorus]

I'm not your robot, I'm just me
I'm not your robot

[hook]

[chorus]

Stop trying to live my life for me
I need to breathe
I'm not your robot
Stop telling me I'm part of the big machine
I'm breaking free
Can't you see
I can love, I can speak
Without somebody else operating me
You gave me eyes and now I see
I'm not your robot, I'm just me
",Robot
37,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

I've been stranded on a lonely street
Got lost in the shadows
Fell hard in the battle
Her cries and the suffering
Walked through the darkness
Left broken and heartless

I'm calling out, can you hear my voice?
I'm gonna find you through all the noise, oh whoa
You know there's nothing that I wouldn't do
So shine your light as I reach for you

My heart beats for love
My heart beats for love
It's the sound that I hear
Tells me not to give up
It breathes in my chest
And it runs through my blood
My heart beats for love
My heart beats for love
Whoa, oh oh oh yeah

And I've been told at least a thousand times
It's not worth struggle
The hurt or the trouble
I keep running up to these front lines
No, I won't surrender
I'll wait here forever

Standing here with my flag held high
Oh, can't you see that it's worth the fight?

My heart beats for love
My heart beats for love
It's the sound that I hear
Tells me not to give up
It breathes in my chest
And it runs through my blood
My heart beats for love
My heart beats for love
Oh, whoa oh oh oh yeah

I march across this battlefield
I'm screaming out, can you hear me now?
I'm holding on, I stand my ground
I'm screaming out, can you hear me now?

My heart beats for love
My heart beats for love
It's the sound that I hear
Tells me not to give up
It breathes in my chest
And it runs through my blood
My heart beats for love
My heart beats for love

My heart beats for love
My heart beats for love
It's the sound that I hear
Tells me not to give up
It breathes in my chest
And it runs through my blood
My heart beats for love
My heart beats for love
Whoa, oh oh oh yeah, love
",My Heart Beats For Love
38,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

[Lil' Jon]
Yeah yeah y'all never seen this one coming nope Miley Cyrus Lil' Jon yeah
aye yo Miley I don't know why they don't let you grow up baby you gotta 
let them know you not a kid anymore you can do what you wanna do girl

(Rock Mafia)

[Miley Cyrus]
For those who don't know me,
I can get a bit crazy
Have to get my way, yep
24 hours a day
'Cause I'm hot like that

Every guy, everywhere
just gives me mad attention
Like I'm under inspection
I always gets a ten,
'Cause I'm built like that

I go through guys like money
flyin' out the hands (oh)
They try to change me
but they realize they can't (No way)
And every tomorrow is a day I never plan
If you're gonna be my man understand

I can't be tamed
I can't be tamed
I can't be blamed
I can't can't I can't can't be tamed
I can't be changed
I can't be tamed
I can't be can't I can't be tamed

If there was a question about my intentions,
I'll tell ya
I'm not here to sell ya
Or tell you to go to hell
(I'm not a brat like that)
I'm like a puzzle
but all of my pieces are jagged
If you can understand this,
we can make some magic,
I'm wrong like that

I wanna fly,
I wanna drive,
I wanna go (Lets go)
I wanna be a part of something I don't know
And if you try to hold me back I might explode
Baby, by now you should know

I can't be tamed
I can't be tamed
I can't be blamed
I can't can't I can't can't be tamed
I can't be changed
I can't be tamed
I can't be can't I can't be tamed

Well I'm not a trick you play,
I'm wired a different way
I'm not a mistake,
I'm not a fake,
It's set in my DNA
Don't change me
Don't change me
Don't change me
Don't change me
(I can't be tamed)

[Lil' Jon]
Dang it you 
can't stop me you 
can't hold me you 
can't have me
you'll me amaze 
I like to party I'm not a baby
I get crazy you can't control me

[Miley Cyrus]
I wanna fly,
I wanna drive,
I wanna go
I wanna be a part of something I don't know
And if you try to hold me back I might explode
Baby, by now you should know

I can't be tamed
I can't be tamed
I can't be blamed
I can't can't I can't can't be tamed
I can't be changed
I can't be tamed
I can't be can't I can't be tamed (you should know)
I can't be be be be 
(Never be tamed)

[Lil' Jon]
You can't stop me

[Miley Cyrus]
For those who don't know me know me 
For those who don't know me know me
Just try to change me
(Hey)
I go go go crazy (Crazy) I go go go crazy crazy tamed 
I go go go crazy crazy (Oh) I can't be tamed
For those who don't know me know me
For those who don't know me know me
For those who don't know me

I go crazy 
I go crazy
For those who don't know me

I can't be tamed
I can't be tamed
I can't be blamed
I can't can't I can't can't be tamed
I can't be changed
I can't be tamed (You hear me)
I can't be can't I can't be tamed
I can't be
",Can't Be Tamed (Rockangeles Remix)
39,"album: ""Bangerz"" (2013)","""Bangerz""","

Oh, hey, oh

Baby, baby, yeah, are you listening?
Wondering where you've been all my life
I just started living
Oh, baby, are you listening?

When you say you love me
Know I love you more
And when you say you need me
Know I need you more
Boy, I adore you, I adore you

Baby, can you hear me?
When I'm crying out for you
I'm scared oh, so scared
But when you're near me
I feel like I'm standing with an army
Of men armed with weapons, hey, oh

When you say you love me
Know I love you more
And when you say you need me
Know I need you more
Boy, I adore you, I adore you

I love lying next to you
I could do this for eternity
You and me - we're meant to be
In holy matrimony
God knew exactly what he was doing
When he led me to you

When you say you love me
Know I love you more (I love you more)
And when you say you need me
Know I need you more
Boy, I adore you, I adore you

When you say you love me
Know I love you more
And when you say you need me
Know I need you more
Boy, I adore you, I adore you
",Adore You
40,"album: ""Bangerz"" (2013)","""Bangerz""","

It's our party we can do what we want (no drama)
It's our party we can say what we want (Mike will made)
It's our party we can love who we want
We can kiss who we want
We can sing what we want

It's our party we can do what we want
It's our party we can say what we want
It's our party we can love who we want
We can kiss who we want
We can sing what we want

Red cups and sweaty bodies everywhere
Hands in the air like we don't care
'Cause we came to have so much fun now
Bet somebody here might get some now

If you're not ready to go home
Can I get a ""Hell, no!""? (hell, no)
'Cause we're gonna go all night
'Til we see the sunlight, alright

So la da di da di
We like to party
Dancing with Molly
Doing whatever we want
This is our house
This is our rules

And we can't stop
And we won't stop
Can't you see it's we who own the night?
Can't you see it's we who 'bout that life?

And we can't stop
And we won't stop
We run things, things don't run we
Don't take nothing from nobody
Yeah, yeah

It's our party we can do what we want
It's our party we can say what we want
It's our party we can love who we want
We can kiss who we want
We can sing what we want

To my home girls here with the big butt
Shaking it like we at a strip club
Remember only God can judge ya
Forget the haters 'cause somebody loves ya
And everyone in line in the bathroom
Trying to get a line in the bathroom
We all so turnt up here
Getting turned up, yeah, yeah, yeahhh

So la da di da di
We like to party
Dancing with Molly
Doing whatever we want
This is our house
This is our rules

And we can't stop
And we won't stop
Can't you see it's we who own the night?
Can't you see it's we who 'bout that life?

And we can't stop
And we won't stop
We run things, things don't run we
Don't take nothing from nobody
Yeah, yeah

It's our party we can do what we want
It's our party we can say what we want
It's our party we can love who we want
We can kiss who we want
We can sing what we want

It's our party we can do what we want to
It's our house we can love who we want to
It's our song we can sing if we want to
It's my mouth I can say what I want to
Say yeah, yeah, yeah, ehh

And we can't stop, yeah
And we won't stop, oh
Can't you see it's we who own the night?
Can't you see it's we who 'bout that life?

And we can't stop
And we won't stop
We run things, things don't run we
Don't take nothing from nobody
Yeah, yeah, yeah, yeah, ehh
",We Can't Stop
41,"album: ""Bangerz"" (2013)","""Bangerz""","

Bangerz, bangerz
I-I-I-I
(Mike Will Made It)
Fucking bangerz, bangerz
Bangerz, bangerz,
I-I-I-I
Fucking bangerz, bangerz

All the way in the back with a tree on my lap
All the boys like to ask me, ""What you doing with that?""
Yeah, yeah, you say you love me, I ain't fooling with that
They ask me how I keep a man, I keep a battery pack

One day he wants me, one day he wants me not
I don't do chances, 'cause time just ain't what I got
If he's like that, I got a world tour that they need me at
I can't be sitting 'round here waiting on a man
To tell me where the fuck my seat be at, where Mike Will at?

She be strutting that stuff, that stuff, that stuff
Bangerz, bangerz,
She be strutting that stuff
I be strutting my stuff
She be strutting that stuff, that stuff, that stuff
Bangerz, bangerz
She be strutting that stuff, that stuff, that stuff
Fucking bangerz, bangerz
She be strutting that stuff, that stuff, that stuff
Bangerz, bangerz,
She be strutting that stuff
I be strutting my stuff
She be strutting that stuff, that stuff, that stuff
Bangerz, bangerz
She be strutting that stuff, that stuff, that stuff
I be strutting my stuff

[Britney Spears (Miley Cyrus):]
I'm flying high up on a bird, acrophobiac
I slick, caught her eyeing down my purse, where the dollars at?
I let her know the rent's due on the first,
They can call a hearse
'Cause if there's any violation I go off with that
Cat walk, slick talk, flirting with them big dogs
(Why I need these milli's when I got Billy on the speed dial)
(You know I'm on that ""meow"")
Quick to scratch your eyes out
Strutting on the court, make them nervous, calling time out

She be strutting that stuff, that stuff, that stuff
Bangerz, bangerz,
She be strutting that stuff
I be strutting my stuff
She be strutting that stuff, that stuff, that stuff
Bangerz, bangerz
She be strutting that stuff, that stuff, that stuff
Fucking bangerz, bangerz
She be strutting that stuff, that stuff, that stuff
Bangerz, bangerz,
She be strutting that stuff
I be strutting my stuff
She be strutting that stuff, that stuff, that stuff
Bangerz, bangerz
She be strutting that stuff, that stuff, that stuff
I be strutting my stuff

The play boss, the play, got to get that big rock
Slip that on my hand, make that media big talk
The play boss, the play, sike that must be the purple
Got up in my brain, had me a little bit dismal

I-I-I-I
Bangerz, bangerz,
I-I-I-I
Fucking bangerz, bangerz
I-I-I-I
Bangerz, bangerz,
I-I-I-I
Fucking bangerz, bangerz

I-I-I-I
",SMS (Bangerz)
42,"album: ""Bangerz"" (2013)","""Bangerz""","

'Round and 'round and away we go
'Round and 'round and away we go
Four by four and away we go
High not low and away we go
'Round and 'round and away we go
And away we go and away we go
Four by four and away we go
High not low and away we go

I'm a female rebel, can't you tell?
Banged on the dashboard, just chipped a nail
Lean out the window, that's when I yell
Driving so fast 'bout to piss on myself
Driving so fast 'bout to piss on myself
Police wanna get him and put him in jail
I'mma do whatever to get him his bail
Hooked on donuts and rooster-tails

I'm in that passenger seat riding high in the air
And we're driving fast 'til we're plum out of gas.
Let's go

'Round and 'round and away we go
'Round and 'round and away we go
Four by four and away we go
High not low and away we go
'Round and 'round and away we go
And away we go and away we go
Four by four and away we go
High not low and away we go

I'm a female rebel, can't you see?
Riding 'round your backyard, who could it be?
Pulling out the steering wheel right from the seat
Pumping his brakes to the sound of the beat
Pumping his brakes to the sound of the beat
He don't understand what he's doing to me
Deep down inside like a pitbull in heat
Someone's coming so we head for the streets

I'm in that passenger seat flying high in the air
And we're driving fast 'til we're plum out of gas.
Let's go

'Round and 'round and away we go
'Round and 'round and away we go
Four by four and away we go
High not low and away we go
'Round and 'round and away we go
And away we go and away we go
Four by four and away we go
High not low and away we go

It's twelve o'clock and I don't want to party
My big boyfriend and my big truck hobby
A little bit of dirt never hurt nobody
Now I got dirt all over my body
Might as well lie to L
His big fog lights is bright as hell
Calls it love. Who starts the yell?
He hits the gas so I grab the rail

[Nelly:]
Sure you wanna ride with me?
If you scared don't lie to me
I'm a crazy motherfucker from the Midwest
With a Mississippi flow and an Arch rest
Four by four up the altar steps
And doing donuts underneath the Arch, yes
I need a chick on time, don't mind being early
I ride or I die I die at six thirty
A straight-up chick like twelve o'clock
""I don't know where he at,"" that's what she tell the cops
Take a stand for a nigga, raise a hand for a nigga
""I solemnly swear he was with me all day.""
To the judge, ""He the one I love.""
Hell they could tell, she don't even budge
'Round and 'round we go
Don't stop 'til I tell you so

[Miley Cyrus:]
I'm in that passenger seat flying high in the air
And we're driving fast 'til we're plum out of gas
Let's go

'Round and 'round and away we go
'Round and 'round and away we go
Four by four and away we go
High not low and away we go
'Round and 'round and away we go
And away we go and away we go
Four by four and away we go
High not low and away we go

I'm a female rebel, who can't you tell
Who can't you tell, who can't you tell
I'm a female rebel, who can't you tell
Who can't you tell, who can't you tell
",4x4
43,"album: ""Bangerz"" (2013)","""Bangerz""","

I walked through a puddle of water and I seen the shadow of a broken-hearted girl
Pictured us walking to the altar, for better or for worse

Why don't you stand, stand by me, oh, my darling, stand by me
'Cause we gon' make a movie, a movie, and it's gon' be in 3D, in 3D
We gon' make a movie, a movie and it's gon' be in 3D, in 3D
Why don't you stand, stand by me, oh, my darling stand by me, stand by me

I ain't pop no Molly but you still got me sweating
What happened to that feeling? We'll never get it back
I ain't take no shots but you still got me high
What happened to that feeling? I wish it wouldn't stop

We were supposed to be together
We were supposed to be together

They say that love can hit you so fast
Plenty odds are running out of time
But ours is on the border walk, baby
Take me as I am or not
I can't breathe without you, without you as mine

Why don't you stand, stand by me, oh, my darling, stand by me
'Cause we gon' make a movie, a movie and it's gon' be in 3D, in 3D
We gon' make a movie, a movie and it's gon' be in 3D, in 3D

Stand by me, yeah, my darling, stand by me, yeah
Yeah, 3D, yeah, movie, we gon' make a 3D, 3D

Why don't you stand, stand by me, oh, my darling, stand by me
'Cause we gon' make a movie, a movie and it's gon' be in 3D, in 3D
We gon' make a movie, a movie and it's gon' be in 3D, 3D
Why don't you stand, stand by me, oh, my darling, stand by me
",My Darlin'
44,"album: ""Bangerz"" (2013)","""Bangerz""","

We clawed, we chained our hearts in vain
We jumped never asking why
We kissed, I fell under your spell.
A love no one could deny

Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you

I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
Yeah, you, you wreck me

I put you high up in the sky
And now, you're not coming down
It slowly turned, you let me burn
And now, we're ashes on the ground

Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you

I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me

I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me

I never meant to start a war
I just wanted you to let me in
And instead of using force
I guess I should've let you win
I never meant to start a war
I just wanted you to let me in
I guess I should've let you win

Don't you ever say I just walked away
I will always want you

I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me

I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me
Yeah, you, you wreck me
",Wrecking Ball
45,"album: ""Bangerz"" (2013)","""Bangerz""","

Money ain't nothing but money
When you get to the money, it ain't nothing but money
Love ain't nothing but love.
When you learn how to love, it ain't nothing but love
Party ain't nothing but a party.
When you party everyday, it ain't nothing but a party

Love, money, party (money, party) [4x]
We want love, money, party

If I can't trust then why am I giving my heart
In exchange for him to love me?
'Cause there ain't much
Difference in a one night stand than one that ain't for me
Is it too much?
'Cause you hate that you love everything that he do and you can't deny you wanna
So what,
My heart'll light a fire in this bitch and blow it

Money ain't nothing,
Money can't buy you love
I don't give a damn if ya sittin' on a trill
Money ain't nothing,
After that run out what about the real and the way you feel?
Money get low and the DJ stop, then the music slow down, and the shit get blurry

Love, money, party, yeah.

Money ain't nothing but money.
When you get to the money, it ain't nothing but money, yeah.
Love ain't nothing but love.
When you learn how to love, it ain't nothing but love, yeah.
Party ain't nothing but a party.
When you party everyday, it ain't nothing but a party, yeah.

Love, money, party (money, party) [4x]
We want love, money, party

I've been through heartbreaks,
Probably it's much for anybody with a human heart to take
You know something not too good to elaborate
But I've been left in a lobby
I done been through the fire,
I done been the girl on the side
I done laid it all on the line
And now they growing up
I bet you regret it 'cause it just don't taste like me

Money ain't nothing,
Money can't buy you love
I don't give a damn if ya sittin' on a trill
Money ain't nothing.
After that run out what about the real and the way you feel?
Money get low and the DJ stop, then the music slow down, and the shit get blurry

Love, money, party, yeah.

Money ain't nothing but money.
When you get to the money, it ain't nothing but money, yeah.
Love ain't nothing but love.
When you learn how to love, it ain't nothing but love, yeah.
Party ain't nothing but a party.
When you party everyday, it ain't nothing but a party, yeah.

Love, money, party (money, party) [4x]
We want love, money, party

[Big Sean:]
Okay, I walk in, sorta late
My girl and watch both coordinate
They both got that gorgeous face
They both shine, they both mine
Getting green 'cause it's go time
God damn, I'm so fine
You know those— um, super model type girls, uh?
Yeah, I'm chilling with those kind
B.I.G. Sean Don, Juan Perion
Detroit, player boy, get my berry on
On an all night flight to an island
I'll be gone in the morning
I don't even need a carry on
What, this that all night, get dressed up shit
Red cup, get messed up shit
Me and Miley, it's just us bitch

Money ain't nothing but money.
When you get to the money, it ain't nothing but money, yeah.
Love ain't nothing but love.
When you learn how to love, it ain't nothing but love, yeah.
Party ain't nothing but a party.
When you party everyday, it ain't nothing but a party, yeah.

Love, money, party (money, party) [4x]
We want love, money, party (money, party, money, party)
","Love, Money, Party"
46,"album: ""Bangerz"" (2013)","""Bangerz""","

Yeah...

I feel a surge coming over me
I feel it all around my thighs
And chills going up my legs
This is the worst coming out of me
When I can't, felt like I could die
And it sends chills up my spine

You're sexy sexy
I got things I want to do to you
Make me make me
Make my tongue just go do-do-do
Flex it, flex it
Flex your muscles, and go through the roof
Arrest it rest it, cause it's just criminal

I been laying in this bed all night long
Don't you think it's time to get it on
But we gotta get it right, we can't get it wrong
Don't you want to feel this fire before it's gone
Yeah...

I feel the thirst pouring out of me
For things that I wanna try
That echoes in my head
This is the first time I get to see
Things I've never seen in my life
Yeah...
You make flowers grow under my bed
Yeah

You're sexy sexy
I got things I want to do to you
Make me make me
Make my tongue just go do-do-do
Flex it, flex it
Flex your muscles, and go through the roof
Arrest it rest it, cause it's just criminal

I been laying in this bed 
(This bed) 
All night long
(All night long)
Don't you think it's time to get it on
But we gotta get it right, 
(It right)
We can't get it wrong
(Can't get it wrong)
Don't you want to feel this fire before it's gone
Yeah

Do you feel me?
Oh
I thought so 
I just oh...
Sometimes you just wanna...
Be naughty 

I feel so alone when you were gone 
Feeling right back home when I'm in your arms
You played my strings like my guitar
When I look in your eyes I see all the stars

Would you believe
I'm dancing in the mirror
(Dancing in the mirror)
I feel like I got no panties on
I wish that I could feel ya
(Wish that I could feel ya) 
So hurry, hang up that damn phone

I been laying in this bed 
(This bed) 
All night long
(All night long)
Don't you think it's time to get it on
But we gotta get it right, we can't get it wrong
Don't you want to feel this fire before it's gone
Yeah...

On and on, and make it last forever 
What you want all day
Just as long as it's you and I together
Babe don't make me wait

Don't make me wait...
Don't make me wait...
",#GETITRIGHT
47,"album: ""Bangerz"" (2013)","""Bangerz""","

(Mike Will made)

Drive my heart into the night
You can drop the keys off in the morning
(in the morning)
'Cause I don't want to leave home, without your love
Without it

You told me that you wanted this
I told you it was all yours
If you're done with it
Then what you say forever for?
If forever's out the door,
I'll ignore when you call (no drama)

Drive my heart into the night
Yeah
You can drop the keys off in the morning
(in the morning)
'Cause I don't want to leave home, without your love
Without it

You told me you were coming back
Right back
Promised it was real and I believed that
But if I fall for it again
I will be a fool
If our love is at the end
Then why do I still want you?
Yeah
But I guess I got no valentine
Send me roses I just let 'em die
I was crazy thinking you were mine
It was all just a lie

Drive my heart into the night
You can drop the keys off in the morning
'Cause I don't want to leave home, without your love
Without it

I always knew I never wanted this
I never thought it could happen
You acted like you wanted this
But then you led me on

I thought you would be there when I go
You promised you would be there when I go
But all the broken promises I won't miss
I'm finished
All I know are the facts
That when I look you in the eyes
All I see are the lies
Been there, done that

No drama

Drive my heart into the night
You can drop the keys off in the morning
(in the morning)
'Cause I don't want to leave home, without your love
Without it
",Drive
48,"album: ""Bangerz"" (2013)","""Bangerz""","

[Intro:]
Oh, you broke my heart
I told you I was weak for love
But then you went around
And did what you wanted to do
And now I'm crying, crying

[Verse 1:]
Ooh, it seemed like everything was going fine
I found the love that I thought was gonna last
Then I accidentally saw a few things in your cell
I even LOL'd, man, I should've known
Why, why you're doing what you do
You, you might as well just tell the honest truth
See, I'm not really down with this
This ain't no texting shit
Know I got no biz,
But it is what it is

[Pre-Chorus:]
I don't really have much to say
I was over it the second that I saw her name

[Chorus:]
I got two, ooh, ooh letters for you
One of them's F and the other one's U
'Cause what you gotta do, is go get yourself a clue
Only two, ooh ooh letters to choose
One of them's F and the other one's U
SMH, I'm pressing send on you

[Post-Chorus: Miley Cyrus & French Montana]
Could've been this, could've been that
We done been there, we done been back
You ain't with it, could've said that
Why you tripping, let me hit that
I ain't trying to argue more.
I do it all for you,
You know you're my right eye
Baby, let me show you

[Verse 2:]
Oh, I know what's been going on
Don't even try to act like Mr Super Nonchalant
What makes you think I'll stick around
I'm not as stupid as you sound
And you sound really dumb right now
From A to Z, ooh
I got a lot of nasty things flowing up in my head
But none of them are worth my time
You're not even worth this rhyme
And I don't, I don't give a flying

[Pre-Chorus:]
I don't really have much to say
I was over it the second that I saw her name

[Chorus:]
I got two, ooh, ooh letters for you
One of them's F and the other one's U
'Cause what you gotta do, is go get yourself a clue
Only two, ooh ooh letters to choose
One of them's F and the other one's U
SMH, I'm pressing send on you

Ooh, ooh, two letters for you, yeah, letters for you
What you trippin' on, huh?
Girl, you know you're wrong, huh?
Don't let these girls drive you crazy

[Pre-Chorus:]
I don't really have much to say
I was over it the second that I saw her name

[Chorus:]
I got two, ooh, ooh letters for you
One of them's F and the other one's U
'Cause what you gotta do, is go get yourself a clue
Only two, ooh ooh letters to choose
One of them's F and the other one's U
SMH, I'm pressing send on you
",FU
